Date,Engine Hours (Hrs),Idle Hours (Hrs),Fuel Consumption (Litres),Capacity (Litres),Operational Intensity (%),Active Time (%),Capacity Utilization (%),Active Equipment (#)
"2025-04-10T18:00:00Z","18.85","4.79","1588.17","3150.00","50.42","89.79","56.15","21.00"
"2025-04-10T17:00:00Z","20.55","6.05","1696.20","3450.00","49.17","89.36","55.02","23.00"
"2025-04-10T16:00:00Z","21.50","6.21","1752.59","3450.00","50.80","93.48","54.34","23.00"
"2025-04-10T15:00:00Z","21.80","4.52","1867.19","3450.00","54.12","94.77","57.11","23.00"
"2025-04-10T14:00:00Z","22.35","8.15","1413.78","3450.00","40.98","97.18","42.17","23.00"
"2025-04-10T13:00:00Z","22.00","13.34","921.67","3300.00","27.93","100.00","27.93","22.00"
"2025-04-10T12:00:00Z","21.31","9.38","1190.24","3450.00","34.50","92.64","37.24","23.00"
"2025-04-10T11:00:00Z","22.70","10.42","1238.32","3450.00","35.89","98.69","36.37","23.00"
"2025-04-10T10:00:00Z","23.00","8.49","1485.57","3450.00","43.06","100.00","43.06","23.00"
"2025-04-10T09:00:00Z","22.10","7.05","1495.13","3450.00","43.34","96.08","45.10","23.00"
"2025-04-10T08:00:00Z","20.75","8.79","1244.84","3300.00","37.72","94.30","40.00","22.00"
"2025-04-10T07:00:00Z","19.65","7.03","1384.50","3150.00","43.95","93.57","46.97","21.00"
"2025-04-10T06:00:00Z","20.05","7.07","1395.35","3000.00","46.51","100.25","46.40","20.00"
"2025-04-10T05:00:00Z","20.10","7.40","1373.33","3300.00","41.62","91.38","45.54","22.00"
"2025-04-10T04:00:00Z","19.20","5.99","1401.46","3150.00","44.49","96.01","46.34","20.00"
"2025-04-10T03:00:00Z","20.10","5.92","1600.20","3150.00","50.80","95.70","53.08","21.00"
"2025-04-10T02:00:00Z","20.05","6.63","1473.21","3000.00","49.11","100.25","48.98","20.00"
"2025-04-10T01:00:00Z","20.00","12.23","971.48","3000.00","32.38","100.00","32.38","20.00"
"2025-04-10T00:00:00Z","20.00","7.55","1406.35","3000.00","46.88","100.00","46.88","20.00"
"2025-04-09T23:00:00Z","21.00","5.84","1711.32","3450.00","49.60","91.31","54.32","23.00"
"2025-04-09T22:00:00Z","21.05","6.77","1598.57","3450.00","46.34","91.52","50.63","23.00"
"2025-04-09T21:00:00Z","21.55","8.70","1486.80","3450.00","43.10","93.71","45.99","23.00"
"2025-04-09T20:00:00Z","21.40","5.09","1923.15","3300.00","58.28","97.28","59.90","22.00"
"2025-04-09T19:00:00Z","22.40","6.73","1756.92","3450.00","50.93","97.40","52.29","23.00"
"2025-04-09T18:00:00Z","21.99","4.75","1992.85","3450.00","57.76","95.63","60.40","23.00"
"2025-04-09T17:00:00Z","22.85","4.09","2135.24","3450.00","61.89","99.35","62.30","23.00"
"2025-04-09T16:00:00Z","22.25","4.58","1902.28","3450.00","55.14","96.75","56.99","23.00"
"2025-04-09T15:00:00Z","21.90","3.78","1981.67","3450.00","57.44","95.20","60.33","23.00"
"2025-04-09T14:00:00Z","22.40","6.99","1603.29","3450.00","46.47","97.39","47.72","23.00"
"2025-04-09T13:00:00Z","22.95","13.20","935.98","3450.00","27.13","99.79","27.19","23.00"
"2025-04-09T12:00:00Z","22.95","12.56","1029.31","3450.00","29.84","99.78","29.90","23.00"
"2025-04-09T11:00:00Z","22.80","9.23","1382.51","3450.00","40.07","99.12","40.43","23.00"
"2025-04-09T10:00:00Z","22.90","7.84","1540.25","3450.00","44.64","99.57","44.84","23.00"
"2025-04-09T09:00:00Z","22.65","9.96","1284.99","3600.00","35.69","94.39","37.82","24.00"
"2025-04-09T08:00:00Z","22.85","10.03","1472.96","3450.00","42.69","99.34","42.98","23.00"
"2025-04-09T07:00:00Z","22.95","6.44","1734.79","3450.00","50.28","99.78","50.40","23.00"
"2025-04-09T06:00:00Z","23.05","6.65","1682.13","3450.00","48.76","100.22","48.65","23.00"
"2025-04-09T05:00:00Z","22.70","4.83","1894.68","3450.00","54.92","98.69","55.64","23.00"
"2025-04-09T04:00:00Z","21.90","5.25","1726.00","3450.00","50.03","95.22","52.54","23.00"
"2025-04-09T03:00:00Z","21.80","2.98","1947.34","3450.00","56.44","94.79","59.55","23.00"
"2025-04-09T02:00:00Z","22.00","7.37","1670.48","3300.00","50.62","100.00","50.62","22.00"
"2025-04-09T01:00:00Z","22.00","13.46","911.18","3300.00","27.61","100.00","27.61","22.00"
"2025-04-09T00:00:00Z","19.65","6.49","1370.06","3450.00","39.71","85.43","46.49","23.00"
"2025-04-08T23:00:00Z","21.60","6.75","1572.69","3300.00","47.66","98.18","48.54","22.00"
"2025-04-08T22:00:00Z","22.25","6.35","1864.99","3450.00","54.06","96.74","55.88","23.00"
"2025-04-08T21:00:00Z","19.75","5.79","1566.30","3150.00","49.72","98.75","50.35","20.00"
"2025-04-08T20:00:00Z","20.90","6.87","1534.10","3450.00","44.47","90.89","48.92","23.00"
"2025-04-08T19:00:00Z","20.30","5.45","1605.56","3600.00","44.60","88.28","50.52","23.00"
"2025-04-08T18:00:00Z","21.85","5.92","1684.92","3300.00","51.06","99.31","51.41","22.00"
"2025-04-08T17:00:00Z","22.20","6.78","1534.68","3450.00","44.48","96.52","46.09","23.00"
"2025-04-08T16:00:00Z","19.85","3.86","1700.55","3300.00","51.53","90.21","57.12","22.00"
"2025-04-08T15:00:00Z","22.10","3.29","1942.11","3300.00","58.85","100.45","58.59","22.00"
"2025-04-08T14:00:00Z","20.90","7.50","1448.39","3150.00","45.98","99.52","46.20","21.00"
"2025-04-08T13:00:00Z","20.90","13.44","746.53","3300.00","22.62","95.01","23.81","22.00"
"2025-04-08T12:00:00Z","21.75","6.08","1492.37","3300.00","45.22","98.86","45.74","22.00"
"2025-04-08T11:00:00Z","21.95","9.68","1392.31","3300.00","42.19","99.77","42.29","22.00"
"2025-04-08T10:00:00Z","22.00","13.08","1064.07","3300.00","32.24","100.00","32.24","22.00"
"2025-04-08T09:00:00Z","22.00","11.47","1186.45","3300.00","35.95","100.00","35.95","22.00"
"2025-04-08T08:00:00Z","22.40","12.82","1094.94","3450.00","31.74","97.38","32.59","23.00"
"2025-04-08T07:00:00Z","22.40","10.97","1182.61","3450.00","34.28","97.39","35.20","23.00"
"2025-04-08T06:00:00Z","21.95","10.15","1230.85","3300.00","37.30","99.77","37.38","22.00"
"2025-04-08T05:00:00Z","21.95","9.69","1233.13","3300.00","37.37","99.79","37.45","22.00"
"2025-04-08T04:00:00Z","21.40","7.11","1460.66","3300.00","44.26","97.28","45.50","22.00"
"2025-04-08T03:00:00Z","21.25","8.90","1376.33","3300.00","41.71","96.60","43.18","22.00"
"2025-04-08T02:00:00Z","22.80","12.19","1284.35","3300.00","38.92","103.63","37.56","22.00"
"2025-04-08T01:00:00Z","22.00","12.92","1076.78","3450.00","31.21","100.00","31.21","22.00"
"2025-04-08T00:00:00Z","22.00","7.49","1626.95","3300.00","49.30","100.00","49.30","22.00"
"2025-04-07T23:00:00Z","22.30","8.73","1472.96","3450.00","42.69","96.96","44.03","23.00"
"2025-04-07T22:00:00Z","21.80","7.71","1553.45","3300.00","47.07","99.09","47.51","22.00"
"2025-04-07T21:00:00Z","22.01","10.01","1353.33","3600.00","37.59","91.69","41.00","24.00"
"2025-04-07T20:00:00Z","21.95","8.70","1425.07","3450.00","41.31","95.42","43.29","23.00"
"2025-04-07T19:00:00Z","23.10","9.36","1479.66","3600.00","41.10","96.26","42.70","24.00"
"2025-04-07T18:00:00Z","23.00","7.61","1709.52","3450.00","49.55","100.00","49.55","23.00"
"2025-04-07T17:00:00Z","23.00","9.14","1577.65","3450.00","45.73","100.00","45.73","23.00"
"2025-04-07T16:00:00Z","22.65","9.19","1488.01","3450.00","43.13","98.48","43.80","23.00"
"2025-04-07T15:00:00Z","22.70","8.00","1544.98","3450.00","44.78","98.70","45.37","23.00"
"2025-04-07T14:00:00Z","22.45","7.30","1500.15","3450.00","43.48","97.61","44.55","23.00"
"2025-04-07T13:00:00Z","22.00","10.98","1069.27","3300.00","32.40","100.00","32.40","22.00"
"2025-04-07T12:00:00Z","21.95","8.14","1340.84","3300.00","40.63","99.77","40.72","22.00"
"2025-04-07T11:00:00Z","20.95","9.79","1225.48","3150.00","38.90","99.76","39.00","21.00"
"2025-04-07T10:00:00Z","20.85","9.08","1237.90","3150.00","39.30","99.29","39.58","21.00"
"2025-04-07T09:00:00Z","22.00","8.81","1432.17","3450.00","41.51","95.65","43.40","23.00"
"2025-04-07T08:00:00Z","21.75","8.56","1414.74","3300.00","42.87","98.86","43.36","22.00"
"2025-04-07T07:00:00Z","21.91","6.56","1550.75","3450.00","44.95","95.24","47.20","23.00"
"2025-04-07T06:00:00Z","22.45","8.04","1500.05","3450.00","43.48","97.61","44.54","23.00"
"2025-04-07T05:00:00Z","20.50","6.95","1491.53","3150.00","47.35","97.62","48.51","21.00"
"2025-04-07T04:00:00Z","21.75","9.01","1493.27","3150.00","47.41","103.57","45.77","21.00"
"2025-04-07T03:00:00Z","20.40","7.49","1395.82","3150.00","44.31","97.14","45.62","21.00"
"2025-04-07T02:00:00Z","20.80","9.09","1349.96","3300.00","40.91","94.54","43.27","22.00"
"2025-04-07T01:00:00Z","20.90","10.62","1258.25","3150.00","39.94","99.53","40.13","21.00"
"2025-04-07T00:00:00Z","21.45","7.97","1550.70","3300.00","46.99","97.50","48.20","22.00"
"2025-04-06T23:00:00Z","21.95","7.42","1672.39","3300.00","50.68","99.77","50.80","22.00"
"2025-04-06T22:00:00Z","21.50","7.27","1620.34","3300.00","49.10","97.73","50.24","22.00"
"2025-04-06T21:00:00Z","20.85","5.47","1715.97","3150.00","54.48","99.28","54.87","21.00"
"2025-04-06T20:00:00Z","20.55","6.15","1685.54","3150.00","53.51","97.86","54.68","21.00"
"2025-04-06T19:00:00Z","21.40","5.76","1798.42","3300.00","54.50","97.27","56.03","22.00"
"2025-04-06T18:00:00Z","21.35","6.36","1589.44","3300.00","48.16","97.05","49.63","22.00"
"2025-04-06T17:00:00Z","21.35","6.83","1616.54","3300.00","48.99","97.03","50.49","22.00"
"2025-04-06T16:00:00Z","21.90","5.59","1818.26","3300.00","55.10","99.56","55.34","22.00"
"2025-04-06T15:00:00Z","21.35","4.13","1947.17","3300.00","59.01","97.06","60.79","22.00"
"2025-04-06T14:00:00Z","22.00","5.35","1594.15","3300.00","48.31","100.00","48.31","22.00"
"2025-04-06T13:00:00Z","21.95","12.29","1016.85","3300.00","30.81","99.79","30.88","22.00"
"2025-04-06T12:00:00Z","21.80","12.19","1168.60","3300.00","35.41","99.08","35.74","22.00"
"2025-04-06T11:00:00Z","21.00","10.19","1279.38","3150.00","40.62","100.00","40.62","21.00"
"2025-04-06T10:00:00Z","21.95","12.33","1135.48","3300.00","34.41","99.77","34.49","22.00"
"2025-04-06T09:00:00Z","22.30","9.42","1437.08","3450.00","41.65","96.96","42.96","23.00"
"2025-04-06T08:00:00Z","20.95","8.71","1368.25","3300.00","41.46","95.22","43.54","22.00"
"2025-04-06T07:00:00Z","20.00","8.52","1349.36","3000.00","44.98","100.00","44.98","20.00"
"2025-04-06T06:00:00Z","20.00","7.27","1507.92","3000.00","50.26","100.00","50.26","20.00"
"2025-04-06T05:00:00Z","19.80","7.01","1504.80","3000.00","50.16","98.98","50.67","20.00"
"2025-04-06T04:00:00Z","19.75","7.30","1420.41","3000.00","47.35","98.76","47.94","20.00"
"2025-04-06T03:00:00Z","20.05","7.74","1436.26","3150.00","45.60","95.47","47.76","21.00"
"2025-04-06T02:00:00Z","19.85","7.37","1438.12","3150.00","45.65","94.52","48.30","21.00"
"2025-04-06T01:00:00Z","20.00","10.16","1143.33","3000.00","38.11","100.00","38.11","20.00"
"2025-04-06T00:00:00Z","20.25","6.96","1510.35","3150.00","47.95","96.43","49.72","21.00"
"2025-04-05T23:00:00Z","20.80","6.43","1637.78","3150.00","51.99","99.04","52.50","21.00"
"2025-04-05T22:00:00Z","20.30","7.26","1477.50","3150.00","46.90","96.67","48.52","21.00"
"2025-04-05T21:00:00Z","19.80","7.04","1429.35","3000.00","47.65","99.00","48.13","20.00"
"2025-04-05T20:00:00Z","20.40","6.64","1601.46","3150.00","50.84","97.14","52.34","21.00"
"2025-04-05T19:00:00Z","20.20","6.48","1578.44","3150.00","50.11","96.19","52.10","21.00"
"2025-04-05T18:00:00Z","19.90","5.58","1653.11","3150.00","52.48","99.49","52.75","20.00"
"2025-04-05T17:00:00Z","20.60","7.64","1564.68","3150.00","49.67","98.10","50.63","21.00"
"2025-04-05T16:00:00Z","20.95","6.22","1749.46","3150.00","55.54","99.76","55.67","21.00"
"2025-04-05T15:00:00Z","21.80","5.39","1843.25","3300.00","55.86","99.08","56.38","22.00"
"2025-04-05T14:00:00Z","22.00","10.29","1334.72","3300.00","40.45","100.00","40.45","22.00"
"2025-04-05T13:00:00Z","22.00","13.35","912.98","3300.00","27.67","100.00","27.67","22.00"
"2025-04-05T12:00:00Z","21.95","10.54","1296.21","3300.00","39.28","99.77","39.37","22.00"
"2025-04-05T11:00:00Z","21.85","10.39","1155.72","3300.00","35.02","99.32","35.26","22.00"
"2025-04-05T10:00:00Z","21.85","8.51","1323.59","3300.00","40.11","99.32","40.38","22.00"
"2025-04-05T09:00:00Z","20.90","8.76","1283.06","3300.00","38.88","95.00","40.93","22.00"
"2025-04-05T08:00:00Z","21.50","9.46","1396.16","3300.00","42.31","97.74","43.28","22.00"
"2025-04-05T07:00:00Z","22.05","10.51","1342.14","3300.00","40.67","100.23","40.58","22.00"
"2025-04-05T06:00:00Z","21.45","8.77","1436.07","3300.00","43.52","97.51","44.63","22.00"
"2025-04-05T05:00:00Z","21.75","8.86","1294.20","3300.00","39.22","98.86","39.67","22.00"
"2025-04-05T04:00:00Z","21.95","10.10","1271.03","3300.00","38.52","99.77","38.61","22.00"
"2025-04-05T03:00:00Z","21.46","8.78","1376.88","3300.00","41.72","97.53","42.78","22.00"
"2025-04-05T02:00:00Z","21.85","6.87","1528.69","3300.00","46.32","99.31","46.64","22.00"
"2025-04-05T01:00:00Z","20.85","11.06","1096.79","3150.00","34.82","99.29","35.07","21.00"
"2025-04-05T00:00:00Z","21.40","9.42","1397.86","3450.00","40.52","93.04","43.55","23.00"
"2025-04-04T23:00:00Z","21.05","7.73","1552.20","3300.00","47.04","95.69","49.16","22.00"
"2025-04-04T22:00:00Z","20.84","7.48","1555.36","3150.00","49.38","99.26","49.75","21.00"
"2025-04-04T21:00:00Z","21.90","8.20","1576.73","3300.00","47.78","99.54","48.00","22.00"
"2025-04-04T20:00:00Z","22.00","8.94","1479.33","3300.00","44.83","100.02","44.82","22.00"
"2025-04-04T19:00:00Z","20.65","7.56","1433.74","3300.00","43.45","93.89","46.28","22.00"
"2025-04-04T18:00:00Z","20.35","6.22","1556.16","3300.00","47.16","92.50","50.98","22.00"
"2025-04-04T17:00:00Z","19.35","6.68","1350.35","3150.00","42.87","92.16","46.52","21.00"
"2025-04-04T16:00:00Z","20.45","7.35","1433.07","3150.00","45.49","97.38","46.72","21.00"
"2025-04-04T15:00:00Z","20.75","6.62","1546.14","3150.00","49.08","98.81","49.68","21.00"
"2025-04-04T14:00:00Z","21.35","6.18","1418.83","3300.00","42.99","97.04","44.30","22.00"
"2025-04-04T13:00:00Z","22.45","12.03","1087.99","3450.00","31.54","97.61","32.31","23.00"
"2025-04-04T12:00:00Z","22.00","9.31","1312.17","3300.00","39.76","100.00","39.76","22.00"
"2025-04-04T11:00:00Z","21.60","10.77","1161.78","3300.00","35.21","98.18","35.86","22.00"
"2025-04-04T10:00:00Z","21.90","8.02","1437.59","3300.00","43.56","99.55","43.76","22.00"
"2025-04-04T09:00:00Z","21.65","8.47","1374.33","3300.00","41.65","98.41","42.32","22.00"
"2025-04-04T08:00:00Z","20.50","8.61","1282.40","3300.00","38.86","93.19","41.70","22.00"
"2025-04-04T07:00:00Z","20.85","7.07","1466.39","3450.00","42.50","90.66","46.88","23.00"
"2025-04-04T06:00:00Z","21.50","9.16","1275.08","3300.00","38.64","97.73","39.54","22.00"
"2025-04-04T05:00:00Z","21.50","10.07","1292.12","3300.00","39.16","97.73","40.07","22.00"
"2025-04-04T04:00:00Z","20.55","9.00","1271.56","3150.00","40.37","97.86","41.25","21.00"
"2025-04-04T03:00:00Z","21.80","8.53","1384.13","3450.00","40.12","94.77","42.33","23.00"
"2025-04-04T02:00:00Z","23.15","8.03","1585.51","3600.00","44.04","96.47","45.65","24.00"
"2025-04-04T01:00:00Z","23.95","13.04","1159.29","3600.00","32.20","99.80","32.27","24.00"
"2025-04-04T00:00:00Z","23.65","10.60","1526.67","3600.00","42.41","98.56","43.03","24.00"
"2025-04-03T23:00:00Z","24.00","8.94","1639.29","3600.00","45.54","99.98","45.54","24.00"
"2025-04-03T22:00:00Z","23.95","10.22","1553.40","3600.00","43.15","99.81","43.23","24.00"
"2025-04-03T21:00:00Z","24.05","10.77","1514.39","3600.00","42.07","100.20","41.98","24.00"
"2025-04-03T20:00:00Z","24.00","10.68","1540.07","3600.00","42.78","100.00","42.78","24.00"
"2025-04-03T19:00:00Z","23.35","8.76","1602.72","3750.00","42.74","93.41","45.76","25.00"
"2025-04-03T18:00:00Z","22.70","7.05","1684.42","3600.00","46.79","94.57","49.47","24.00"
"2025-04-03T17:00:00Z","21.80","8.39","1425.54","3450.00","41.32","94.79","43.59","23.00"
"2025-04-03T16:00:00Z","21.95","7.13","1539.88","3450.00","44.63","95.44","46.77","23.00"
"2025-04-03T15:00:00Z","23.60","9.40","1577.33","3600.00","43.81","98.33","44.56","24.00"
"2025-04-03T14:00:00Z","22.35","7.50","1571.75","3750.00","41.91","89.39","46.89","25.00"
"2025-04-03T13:00:00Z","24.15","11.27","1325.77","3450.00","38.43","105.00","36.60","23.00"
"2025-04-03T12:00:00Z","23.00","10.26","1405.67","3450.00","40.74","100.00","40.74","23.00"
"2025-04-03T11:00:00Z","22.05","11.62","1287.12","3450.00","37.31","95.85","38.92","23.00"
"2025-04-03T10:00:00Z","22.00","8.97","1408.07","3300.00","42.67","100.00","42.67","22.00"
"2025-04-03T09:00:00Z","21.60","9.60","1299.44","3300.00","39.38","98.18","40.11","22.00"
"2025-04-03T08:00:00Z","20.80","9.16","1306.05","3300.00","39.58","94.54","41.86","22.00"
"2025-04-03T07:00:00Z","22.05","7.50","1540.19","3300.00","46.67","100.23","46.56","22.00"
"2025-04-03T06:00:00Z","22.10","8.16","1544.69","3450.00","44.77","96.09","46.60","23.00"
"2025-04-03T05:00:00Z","23.00","9.85","1479.32","3450.00","42.88","100.00","42.88","23.00"
"2025-04-03T04:00:00Z","22.60","7.87","1582.32","3450.00","45.86","98.26","46.68","23.00"
"2025-04-03T03:00:00Z","22.80","7.34","1643.97","3450.00","47.65","99.13","48.07","23.00"
"2025-04-03T02:00:00Z","22.35","7.51","1564.48","3450.00","45.35","97.17","46.67","23.00"
"2025-04-03T01:00:00Z","22.95","12.65","1182.83","3450.00","34.28","99.76","34.37","23.00"
"2025-04-03T00:00:00Z","22.50","9.61","1486.98","3450.00","43.10","97.83","44.06","23.00"
"2025-04-02T23:00:00Z","22.91","10.29","1446.51","3450.00","41.93","99.59","42.10","23.00"
"2025-04-02T22:00:00Z","23.00","7.72","1747.37","3450.00","50.65","100.00","50.65","23.00"
"2025-04-02T21:00:00Z","22.90","8.05","1625.82","3450.00","47.13","99.58","47.33","23.00"
"2025-04-02T20:00:00Z","23.20","8.01","1681.16","3600.00","46.70","96.66","48.31","24.00"
"2025-04-02T19:00:00Z","21.75","8.28","1503.53","3600.00","41.76","94.57","44.16","23.00"
"2025-04-02T18:00:00Z","22.35","8.13","1527.61","3450.00","44.28","97.18","45.57","23.00"
"2025-04-02T17:00:00Z","22.05","8.37","1505.90","3450.00","43.65","95.86","45.53","23.00"
"2025-04-02T16:00:00Z","23.00","7.04","1847.83","3450.00","53.56","100.00","53.56","23.00"
"2025-04-02T15:00:00Z","23.45","7.37","1742.46","3600.00","48.40","97.72","49.53","24.00"
"2025-04-02T14:00:00Z","23.15","10.08","1402.92","3600.00","38.97","96.46","40.40","24.00"
"2025-04-02T13:00:00Z","22.95","13.00","1040.30","3600.00","28.90","95.63","30.22","24.00"
"2025-04-02T12:00:00Z","23.05","9.18","1508.21","3450.00","43.72","100.21","43.62","23.00"
"2025-04-02T11:00:00Z","22.55","9.57","1332.94","3450.00","38.64","98.04","39.41","23.00"
"2025-04-02T10:00:00Z","22.05","10.46","1370.30","3450.00","39.72","95.87","41.43","23.00"
"2025-04-02T09:00:00Z","21.95","9.07","1414.62","3300.00","42.87","99.77","42.97","22.00"
"2025-04-02T08:00:00Z","22.45","10.24","1393.63","3600.00","38.71","93.55","41.38","24.00"
"2025-04-02T07:00:00Z","22.10","8.01","1564.96","3450.00","45.36","96.09","47.21","23.00"
"2025-04-02T06:00:00Z","22.00","7.37","1580.88","3300.00","47.91","100.00","47.91","22.00"
"2025-04-02T05:00:00Z","22.00","8.16","1510.99","3300.00","45.79","100.00","45.79","22.00"
"2025-04-02T04:00:00Z","21.90","7.73","1606.67","3300.00","48.69","99.55","48.91","22.00"
"2025-04-02T03:00:00Z","21.90","7.97","1577.57","3300.00","47.81","99.54","48.03","22.00"
"2025-04-02T02:00:00Z","22.05","7.49","1683.00","3450.00","48.78","95.87","50.89","23.00"
"2025-04-02T01:00:00Z","22.05","11.90","1143.72","3300.00","34.66","100.23","34.58","22.00"
"2025-04-02T00:00:00Z","22.05","8.21","1494.83","3300.00","45.30","100.23","45.20","22.00"
"2025-04-01T23:00:00Z","21.66","7.40","1552.43","3300.00","47.04","98.43","47.79","22.00"
"2025-04-01T22:00:00Z","22.35","6.12","1725.31","3450.00","50.01","97.16","51.47","23.00"
"2025-04-01T21:00:00Z","21.15","7.27","1489.31","3450.00","43.17","91.95","46.95","23.00"
"2025-04-01T20:00:00Z","21.00","7.26","1501.90","3450.00","43.53","91.31","47.68","23.00"
"2025-04-01T19:00:00Z","20.95","6.32","1604.36","3150.00","50.93","99.74","51.07","21.00"
"2025-04-01T18:00:00Z","20.90","5.57","1656.87","3150.00","52.60","99.52","52.85","21.00"
"2025-04-01T17:00:00Z","21.00","7.23","1459.16","3150.00","46.32","100.00","46.32","21.00"
"2025-04-01T16:00:00Z","20.25","4.91","1665.47","3150.00","52.87","96.43","54.83","21.00"
"2025-04-01T15:00:00Z","20.65","6.25","1603.08","3150.00","50.89","98.34","51.75","21.00"
"2025-04-01T14:00:00Z","21.40","4.39","1873.18","3450.00","54.30","93.05","58.35","23.00"
"2025-04-01T13:00:00Z","22.00","10.86","1253.47","3300.00","37.98","100.00","37.98","22.00"
"2025-04-01T12:00:00Z","22.00","6.99","1526.76","3300.00","46.27","100.00","46.27","22.00"
"2025-04-01T11:00:00Z","21.00","9.00","1391.95","3150.00","44.19","100.00","44.19","21.00"
"2025-04-01T10:00:00Z","21.30","8.54","1481.88","3300.00","44.91","96.82","46.38","22.00"
"2025-04-01T09:00:00Z","22.45","7.96","1577.61","3450.00","45.73","97.61","46.85","23.00"
"2025-04-01T08:00:00Z","21.95","9.31","1369.67","3300.00","41.51","99.75","41.61","22.00"
"2025-04-01T07:00:00Z","21.95","9.76","1439.55","3300.00","43.62","99.77","43.72","22.00"
"2025-04-01T06:00:00Z","23.00","10.27","1552.29","3450.00","44.99","100.00","45.00","23.00"
"2025-04-01T05:00:00Z","22.95","10.98","1495.39","3450.00","43.34","99.78","43.44","23.00"
"2025-04-01T04:00:00Z","22.95","9.66","1630.89","3450.00","47.27","99.78","47.38","23.00"
"2025-04-01T03:00:00Z","22.00","8.18","1595.41","3300.00","48.35","100.00","48.35","22.00"
"2025-04-01T02:00:00Z","22.80","7.95","1690.10","3450.00","48.99","99.12","49.42","23.00"
"2025-04-01T01:00:00Z","23.00","10.91","1340.54","3450.00","38.86","100.01","38.85","23.00"
"2025-04-01T00:00:00Z","22.65","7.50","1664.24","3450.00","48.24","98.46","48.99","23.00"
"2025-03-31T23:00:00Z","22.95","6.78","1746.90","3450.00","50.63","99.80","50.74","23.00"
"2025-03-31T22:00:00Z","22.90","5.59","1812.98","3450.00","52.55","99.56","52.78","23.00"
"2025-03-31T21:00:00Z","22.85","6.81","1645.33","3450.00","47.69","99.34","48.01","23.00"
"2025-03-31T20:00:00Z","22.60","8.42","1505.45","3450.00","43.64","98.26","44.41","23.00"
"2025-03-31T19:00:00Z","22.05","6.47","1644.62","3450.00","47.67","95.87","49.72","23.00"
"2025-03-31T18:00:00Z","21.35","7.26","1530.17","3300.00","46.37","97.05","47.78","22.00"
"2025-03-31T17:00:00Z","21.80","6.82","1615.50","3300.00","48.95","99.09","49.40","22.00"
"2025-03-31T16:00:00Z","21.75","5.14","1830.17","3450.00","53.05","94.57","56.09","23.00"
"2025-03-31T15:00:00Z","22.65","5.56","1857.47","3600.00","51.60","94.38","54.67","24.00"
"2025-03-31T14:00:00Z","23.10","6.95","1843.51","3450.00","53.44","100.43","53.20","23.00"
"2025-03-31T13:00:00Z","23.00","11.37","1308.88","3450.00","37.94","100.00","37.94","23.00"
"2025-03-31T12:00:00Z","22.86","11.04","1359.32","3450.00","39.40","99.37","39.65","23.00"
"2025-03-31T11:00:00Z","22.85","11.89","1279.23","3600.00","35.53","95.21","37.32","24.00"
"2025-03-31T10:00:00Z","23.20","9.66","1571.05","3600.00","43.64","96.66","45.15","24.00"
"2025-03-31T09:00:00Z","23.00","8.69","1673.39","3450.00","48.50","100.00","48.50","23.00"
"2025-03-31T08:00:00Z","23.00","9.31","1646.22","3450.00","47.72","100.00","47.72","23.00"
"2025-03-31T07:00:00Z","23.00","7.36","1888.56","3450.00","54.74","100.00","54.74","23.00"
"2025-03-31T06:00:00Z","22.95","8.19","1752.68","3450.00","50.80","99.80","50.91","23.00"
"2025-03-31T05:00:00Z","22.35","6.92","1787.47","3600.00","49.65","93.13","53.32","24.00"
"2025-03-31T04:00:00Z","22.95","6.67","1898.59","3600.00","52.74","95.62","55.16","24.00"
"2025-03-31T03:00:00Z","24.15","7.57","1904.16","3600.00","52.89","100.63","52.56","24.00"
"2025-03-31T02:00:00Z","24.25","9.25","1718.97","3750.00","45.84","97.00","47.26","25.00"
"2025-03-31T01:00:00Z","23.95","10.83","1494.09","3600.00","41.50","99.79","41.59","24.00"
"2025-03-31T00:00:00Z","23.35","7.48","1825.76","3600.00","50.72","97.29","52.13","24.00"
"2025-03-30T23:00:00Z","24.05","7.06","1902.63","3750.00","50.74","96.19","52.75","25.00"
"2025-03-30T22:00:00Z","23.85","6.45","1877.31","3600.00","52.15","99.37","52.48","24.00"
"2025-03-30T21:00:00Z","23.65","8.09","1687.83","3600.00","46.88","98.56","47.57","24.00"
"2025-03-30T20:00:00Z","22.85","7.23","1689.23","3750.00","45.05","91.40","49.29","25.00"
"2025-03-30T19:00:00Z","22.60","6.71","1803.09","3450.00","52.26","98.25","53.19","23.00"
"2025-03-30T18:00:00Z","22.50","6.95","1769.95","3600.00","49.17","93.75","52.44","24.00"
"2025-03-30T17:00:00Z","22.45","7.25","1723.70","3450.00","49.96","97.60","51.19","23.00"
"2025-03-30T16:00:00Z","23.15","6.80","1833.34","3450.00","53.14","100.66","52.79","23.00"
"2025-03-30T15:00:00Z","22.65","5.73","1879.09","3450.00","54.47","98.48","55.30","23.00"
"2025-03-30T14:00:00Z","22.00","6.45","1718.76","3300.00","52.08","100.00","52.08","22.00"
"2025-03-30T13:00:00Z","22.70","11.91","1101.46","3450.00","31.93","98.71","32.34","23.00"
"2025-03-30T12:00:00Z","22.10","9.48","1322.40","3600.00","36.73","92.09","39.89","24.00"
"2025-03-30T11:00:00Z","23.05","8.98","1620.57","3600.00","45.02","96.03","46.88","24.00"
